"ObjectId","Lat","Lon","Alt","name","description","Street Custom","Suppport Type","SupportCondition","SignShareSupport","SignAccessibility","Sign Name","SignHeighWidth","Sign size custom","Sign text","SignCondition","SignBackingMaterial","SignFaceDirection","Sign mounting height","Barcode","R02_BG","R02_FG","R05_BG","R05_FG","notes","changed","pictureFolder","pictureName","picturePath","created","altitude","accuracy"
163,43.37746490223435,-79.73749552526533,51.590380859375,"WPT 163","Burlington ","0","streetlight pole","Very good","No","Yes","speed","Default","","40","Very good","al","north","66","b03793","680","0.8","406","0.5","","","163","163_2017-10-23 14-48-52.png","/storage/emulated/0/MapIt/Pictures/Burlington /163/163_2017-10-23 14-48-52.png","2017-10-23-14-48-40","51.5904","0.5647"
162,43.377797094360176,-79.73799572054304,52.945849609375,"WPT 162","Burlington ","0","2in metal pole","Very good","Yes","No","melores dr","Default","","","Very good","al","east","","","","","","","","","","","","2017-10-23-14-46-53","52.9458","0.6027"
161,43.37779730109014,-79.73798221101788,52.584765625,"WPT 161","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","hixon ave","Very good","al","north","","","","","","","","2017-10-23-14-47-31","","","","2017-10-23-14-46-33","52.5848","0.6146"
160,43.37779206628602,-79.73798827317478,51.490283203125,"WPT 160","Burlington ","0","streetlight pole","Good","No","No","nopark","Default","","","Good","al","east","","","","","","","","","160","160_2017-10-23 14-45-47.png","/storage/emulated/0/MapIt/Pictures/Burlington /160/160_2017-10-23 14-45-47.png","2017-10-23-14-45-10","51.4903","0.8159"
159,43.37786966906788,-79.73790366234607,52.06474609375,"WPT 159","Burlington ","0","u channel","Good","No","Yes","speed","Default","","40","Very good","al","south","81","b03794","693","0.8","350","0.5","","","159","159_2017-10-23 14-44-24.png","/storage/emulated/0/MapIt/Pictures/Burlington /159/159_2017-10-23 14-44-24.png","2017-10-23-14-43-30","52.0647","0.9121"
158,43.37788777339756,-79.73779858196758,52.0046875,"WPT 158","Burlington ","0","u channel","Very good","No","Yes","stop","Default","","","Very good","al","east","80","b03800","157","404","97","273","","","158","158_2017-10-23 14-42-47.png","/storage/emulated/0/MapIt/Pictures/Burlington /158/158_2017-10-23 14-42-47.png","2017-10-23-14-41-59","52.0047","0.6105"
157,43.38012839203748,-79.73563372326134,49.82109375,"WPT 157","Burlington ","0","streetlight pole","Very good","No","Yes","stop ","30x30","","","Very good","al","east","81","b03795","147","444","83","273","","2017-10-23-14-41-37","157","157_2017-10-23 14-40-26.png","/storage/emulated/0/MapIt/Pictures/Burlington /157/157_2017-10-23 14-40-26.png","2017-10-23-14-39-10","49.8211","0.8534"
156,43.37974560633302,-79.73512998415026,49.561572265625,"WPT 156","Burlington ","0","single 4x4","Fair","No","Yes","stop","Default","","","Very good","al","east","90","b03796","137","559","78","290","","","156","156_2017-10-23 14-37-37.png","/storage/emulated/0/MapIt/Pictures/Burlington /156/156_2017-10-23 14-37-37.png","2017-10-23-14-37-13","49.5616","0.963"
155,43.379492307863075,-79.73476413433127,49.32255859375,"WPT 155","Burlington ","0","streetlight pole","Very good","No","Yes","stop","30x30","","","Very good","al","east","88","b03797","175","351","85.4","222","","2017-10-23-14-36-07","155","155_2017-10-23 14-32-51.png","/storage/emulated/0/MapIt/Pictures/Burlington /155/155_2017-10-23 14-32-51.png","2017-10-23-14-32-37","49.3226","0.7014"
154,43.37918955441819,-79.73436719392885,49.912890625,"WPT 154","Burlington ","0","single 4x4","Very good","No","No","stop","Default","","","Very good","al","south","","","","","","","","","154","154_2017-10-23 14-31-24.png","/storage/emulated/0/MapIt/Pictures/Burlington /154/154_2017-10-23 14-31-24.png","2017-10-23-14-31-08","49.9129","0.8411"
153,43.379055373160554,-79.73448951568207,51.76982421875,"WPT 153","Burlington ","0","2in metal pole","Very good","Yes","No","speed","Default","","50","Very good","al","north","","","","","","","","","","","","2017-10-23-14-28-52","51.7698","0.5572"
152,43.379030266767586,-79.73449821710165,51.470751953125,"WPT 152","Burlington ","0","hydro pole","Good","No","No","nopark","Default","","","Good","al","north","","","","","","","","2017-10-23-14-28-52","152","152_2017-10-23 14-28-42.png","/storage/emulated/0/MapIt/Pictures/Burlington /152/152_2017-10-23 14-28-42.png","2017-10-23-14-28-09","51.4708","0.6587"
151,43.37938852305342,-79.73498896091405,49.106982421875,"WPT 151","Burlington ","0","hydro pole","Good","No","No","nopark","Default","","","Very good","al","north","","","","","","","","","151","151_2017-10-23 14-27-05.png","/storage/emulated/0/MapIt/Pictures/Burlington /151/151_2017-10-23 14-27-05.png","2017-10-23-14-26-55","49.107","0.6803"
150,43.37979859057759,-79.73552152956836,50.5017578125,"WPT 150","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","burloak rd","Very good","al","east","","","","","","","","","","","","2017-10-23-14-24-39","50.5018","0.4679"
149,43.379793385809535,-79.73552808379645,49.962451171875,"WPT 149","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","hixon ave","Very good","al","north","","","","","","","","2017-10-23-14-25-43","","","","2017-10-23-14-24-15","49.9625","0.4663"
148,43.379799771533726,-79.73555318758736,51.230029296875,"WPT 148","Burlington ","0","hydro pole","Good","No","No","nopark","Default","","","Very good","al","east","","","","","","","","","148","148_2017-10-23 14-23-30.png","/storage/emulated/0/MapIt/Pictures/Burlington /148/148_2017-10-23 14-23-30.png","2017-10-23-14-23-19","51.23","0.6116"
147,43.37977590486935,-79.73558202698223,51.17021484375,"WPT 147","Burlington ","0","u channel","Very good","No","Yes","stop","30x30","","","Very good","al","west","82","b03799","165","595","103","288","","","147","147_2017-10-23 14-21-58.png","/storage/emulated/0/MapIt/Pictures/Burlington /147/147_2017-10-23 14-21-58.png","2017-10-23-14-21-47","51.1702","0.8863"
146,43.37940711531974,-79.73589780093425,50.91484375,"WPT 146","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","hixon ave","Very good","al","south","","","","","","","","","","","","2017-10-23-14-19-54","50.9148","0.6814"
145,43.37939476635893,-79.73591404052422,51.41142578125,"WPT 145","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","romanwood ct","Very good","al","east","","","","","","","","","","","","2017-10-23-14-19-32","51.4114","0.5927"
144,43.37941248635434,-79.73590285385217,50.303271484375,"WPT 144","Burlington ","0","2in metal pole","Good","No","Yes","stop","Default","","","Very good","al","south","79","b03798","160","600","89","318","","","144","144_2017-10-23 14-18-08.png","/storage/emulated/0/MapIt/Pictures/Burlington /144/144_2017-10-23 14-18-08.png","2017-10-23-14-17-53","50.3033","1.0351"
143,43.37799963532143,-79.73519106180902,48.461962890625,"WPT 143","Burlington ","0","2in metal pole","Very good","No","No","name","Default","","Trafalgar ct","Very good","al","east","","","","","","","","","143","143_2017-10-23 14-15-54.png","/storage/emulated/0/MapIt/Pictures/Burlington /143/143_2017-10-23 14-15-54.png","2017-10-23-14-15-47","48.462","0.6016"
142,43.3773585201061,-79.73537196638426,52.614794921875,"WPT 142","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","romanwood cres","Very good","al","south","","","","","","","","","","","","2017-10-23-14-13-55","52.6148","0.7165"
141,43.37736175309783,-79.73538801841823,50.747607421875,"WPT 141","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","melores dr","Very good","al","east","","","","","","","","","","","","2017-10-23-14-13-28","50.7476","0.8493"
140,43.37735001857345,-79.73541975843546,49.87333984375,"WPT 140","Burlington ","0","2in metal pole","Very good","No","Yes","stop","Default","","","Very good","al","east","87","b03801","153","509","71","269","","","140","140_2017-10-23 14-12-19.png","/storage/emulated/0/MapIt/Pictures/Burlington /140/140_2017-10-23 14-12-19.png","2017-10-23-14-11-23","49.8733","0.7821"
139,43.37718723996841,-79.73533366800075,48.1208984375,"WPT 139","Burlington ","melores","streetlight pole","Very good","No","Yes","nopark","Default","","","Fair","al","south","","","","","","","","","139","139_2017-10-23 14-10-47.png","/storage/emulated/0/MapIt/Pictures/Burlington /139/139_2017-10-23 14-10-47.png","2017-10-23-14-10-08","48.1209","0.7274"
138,43.378009363047305,-79.7337993979454,51.736376953125,"WPT 138","Burlington ","0","2in metal pole","Very good","Yes","No","speedbegins","Default","","40 begins","Very good","al","east","","","","","","","","2017-10-23-14-06-51","","","","2017-10-23-14-06-05","51.7364","0.6308"
137,43.378007498338775,-79.73378544486513,50.68193359375,"WPT 137","Burlington ","0","2in metal pole","Very good","Yes","No","green bike","Default","18x18","route","Very good","al","east","89","b03802","12","125","6.7","57","","","","","","2017-10-23-14-04-18","50.6819","0.7069"
136,43.378009363047305,-79.73378799855709,50.965869140625,"WPT 136","Burlington ","0","2in metal pole","Very good","Yes","Yes","green","Default","24x18","","Good","al","east","70","b03804","13.6","121","6","60.2","","","","","","2017-10-23-14-02-09","50.9659","0.9433"
135,43.37800887566425,-79.73378732800484,50.748828125,"WPT 135","Burlington ","0","hydro pole","Very good","No","Yes","traffic calmed","Default","","traffic calmed neighbourhood ","Very good","al","east","62","b03805","13.5","116","5.9","58.2","","","135","135_2017-10-23 14-01-31.png","/storage/emulated/0/MapIt/Pictures/Burlington /135/135_2017-10-23 14-01-31.png","2017-10-23-14-00-26","50.7488","0.8434"
134,43.377902382367154,-79.73377291113138,49.719287109375,"WPT 134","Burlington ","0","2in metal pole","Very good","Yes","Yes","ends","Default","","ends ","Very good","al","west","71","b03806","21.6","69","8.7","34","","","","","","2017-10-23-13-58-44","49.7193","1.0849"
133,43.37790267845503,-79.73377026875824,48.75712890625,"WPT 133","Burlington ","0","2in metal pole","Very good","Yes","Yes","bike route end","Default","","route ","Very good","al","west","81","b03807","12","68","5.4","33.1","","","","","","2017-10-23-13-57-11","48.7571","0.792"
132,43.37790262605911,-79.73377291113138,50.8923828125,"WPT 132","Burlington ","0","u channel","Very good","No","No","nopark","Default","","","Very good","al","west","","","","","","","","","132","132_2017-10-23 13-56-38.png","/storage/emulated/0/MapIt/Pictures/Burlington /132/132_2017-10-23 13-56-38.png","2017-10-23-13-56-20","50.8924","0.8083"
131,43.37755529363767,-79.73412948441728,49.42900390625,"WPT 131","Burlington ","spruce","u channel","Good","No","No","nopark","Default","","","Good","al","north","","","","","","","","","131","131_2017-10-23 13-55-24.png","/storage/emulated/0/MapIt/Pictures/Burlington /131/131_2017-10-23 13-55-24.png","2017-10-23-13-55-06","49.429","0.8728"
130,43.377048448145615,-79.73446857177441,49.62578125,"WPT 130","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","spruce ave","Very good","al","north","","","","","","","","","","","","2017-10-23-13-53-27","49.6258","0.9161"
129,43.377046502273515,-79.73446043138028,52.546923828125,"WPT 129","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","melores dr","Very good","al","east","","","","","","","","","","","","2017-10-23-13-53-02","52.5469","0.7765"
128,43.37704060239321,-79.73445912787793,51.740771484375,"WPT 128","Burlington ","0","2in metal pole","Good","No","Yes","stop","Default","","","Good","al","north","75","b03808","87","581","44.9","323","","","128","128_2017-10-23 13-51-34.png","/storage/emulated/0/MapIt/Pictures/Burlington /128/128_2017-10-23 13-51-34.png","2017-10-23-13-51-28","51.7408","0.7485"
127,43.377049212499514,-79.73453929915559,50.3923828125,"WPT 127","Burlington ","0","2in metal pole","Very good","Yes","No","nostop left","Default","","","Fair","al","north","","","","","","","","","","","","2017-10-23-13-50-53","50.3924","0.7392"
126,43.37705887674565,-79.73453556257664,49.239794921875,"WPT 126","Burlington ","0","u channel","Fair","No","No","nopark right ","Default","","","Good","al","north","","","","","","","","","126","126_2017-10-23 13-50-14.png","/storage/emulated/0/MapIt/Pictures/Burlington /126/126_2017-10-23 13-50-14.png","2017-10-23-13-49-57","49.2398","0.8458"
125,43.37714875039637,-79.73448956616812,50.309619140625,"WPT 125","Burlington ","0","2in metal pole","Very good","Yes","No","nostop right","Default","","","Very good","al","south","","","","","","","","","","","","2017-10-23-13-49-16","50.3096","0.8347"
124,43.37714127979507,-79.73449476287715,48.56279296875,"WPT 124","Burlington ","spruce & melores","u channel","Fair","No","No","speed","Default","","40","Very good","al","south","","","","","","","","2017-10-23-13-54-09","124","124_2017-10-23 13-48-05.png","/storage/emulated/0/MapIt/Pictures/Burlington /124/124_2017-10-23 13-48-05.png","2017-10-23-13-48-00","48.5628","0.6872"
123,43.37716986754731,-79.73435243445601,48.358203125,"WPT 123","Burlington ","0","hydro pole","Fair","No","No","warn hump ahead ","Default","","","Very good","al","east","","","","","","","","","123","123_2017-10-23 13-47-39.png","/storage/emulated/0/MapIt/Pictures/Burlington /123/123_2017-10-23 13-47-39.png","2017-10-23-13-46-43","48.3582","0.6422"
122,43.37714751750718,-79.7342518284513,53.00419921875,"WPT 122","Burlington ","0","u channel","Very good","No","No","nopark","Default","","","Very good","al","west","","","","","","","","","122","122_2017-10-23 13-46-24.png","/storage/emulated/0/MapIt/Pictures/Burlington /122/122_2017-10-23 13-46-24.png","2017-10-23-13-45-53","53.0042","0.7223"
121,43.37684071509466,-79.73440507796295,50.5359375,"WPT 121","Burlington ","0","u channel","Good","No","Yes","speed","Default","","","Fair","al","west","81","b03803","581","2.4","331","1.1","","","121","121_2017-10-23 13-44-13.png","/storage/emulated/0/MapIt/Pictures/Burlington /121/121_2017-10-23 13-44-13.png","2017-10-23-13-42-41","50.5359","0.9898"
120,43.376809117691664,-79.73458585561639,48.725390625,"WPT 120","Burlington ","0","u channel","Fair","No","No","nostop left","Default","","","Fair","al","east","","","","","","","","","120","120_2017-10-23 13-41-59.png","/storage/emulated/0/MapIt/Pictures/Burlington /120/120_2017-10-23 13-41-59.png","2017-10-23-13-41-30","48.7254","0.6606"
119,43.37657104608115,-79.73481909127077,50.628955078125,"WPT 119","Burlington ","0","2in metal pole","Very good","Yes","No","nostop right ","Default","","","Good","al","north","","","","","","","","","","","","2017-10-23-13-40-13","50.629","0.7143"
118,43.37658121669938,-79.73483902181215,50.713427734375,"WPT 118","Burlington ","0","2in metal pole","Very good","Yes","No","nopark left","Default","","","Very good","al","east","","","","","","","","","","","","2017-10-23-13-39-50","50.7134","0.7678"
117,43.3765740000581,-79.73482022820644,51.387744140625,"WPT 117","Burlington ","0","2in metal pole","Very good","Yes","Yes","warn speed hump","24x24","","","Very good","al","east","87","b03809","125","28","110","24","","","","","","2017-10-23-13-37-11","51.3877","0.8655"
116,43.37657522137818,-79.7348203137517,48.67216796875,"WPT 116","Burlington ","0","u channel","Very good","No","Yes","speed hump warn","Default","","speed hump","Very good","al","east","77","b03791","133","26","106","20","","","116","116_2017-10-23 13-36-11.png","/storage/emulated/0/MapIt/Pictures/Burlington /116/116_2017-10-23 13-36-11.png","2017-10-23-13-35-22","48.6722","0.5493"
115,43.37649211078951,-79.73475570987648,51.210009765625,"WPT 115","Burlington ","0","2in metal pole","Very good","Yes","Yes","warn school","Default","18x24","school route","Good","al","east","68","b03790","50.2","0.8","25.9","0.5","","","","","","2017-10-23-13-33-26","51.21","0.8575"
114,43.3764873812479,-79.734773643273,49.962939453125,"WPT 114","Burlington ","0","2in metal pole","Very good","Yes","No","nopark","Default","","","Good","al","west","","","","","","","","","","","","2017-10-23-13-32-57","49.9629","1.1237"
113,43.376489204931204,-79.73476444248809,51.3962890625,"WPT 113","Burlington ","0","2in metal pole","Very good","Yes","Yes","warning hump","24x24","","","Very good","al","west","81","b03789","113","30","93","24","","","","","","2017-10-23-13-30-58","51.3963","0.6836"
112,43.37648273349532,-79.73476153580305,53.32158203125,"WPT 112","Burlington ","spruce","hydro pole","Very good","No","Yes","speedhump","Default","","speed hump","Very good","al","west","69","b03788","134","9.6","106","7.6","","","112","112_2017-10-23 13-29-34.png","/storage/emulated/0/MapIt/Pictures/Burlington /112/112_2017-10-23 13-29-34.png","2017-10-23-13-29-24","53.3216","0.8045"
111,43.37618414629924,-79.73509922316043,51.012744140625,"WPT 111","Burlington ","0","hydro pole","Very good","No","No","nopark","Default","","","Good","al","west","","","","","","","","","111","111_2017-10-23 13-27-34.png","/storage/emulated/0/MapIt/Pictures/Burlington /111/111_2017-10-23 13-27-34.png","2017-10-23-13-27-08","51.0127","1.1753"
110,43.37616352404984,-79.73530410933927,50.584033203125,"WPT 110","Burlington ","0","u channel","Good","No","Yes","speed ","Default","","40","Very good","al","east","82","b03787","375","16","207","11","","","110","110_2017-10-23 13-26-20.png","/storage/emulated/0/MapIt/Pictures/Burlington /110/110_2017-10-23 13-26-20.png","2017-10-23-13-25-28","50.584","0.7944"
109,43.37623378596072,-79.73527883740826,52.50029296875,"WPT 109","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","erindale dr","Very good","al","east","","","","","","","","","","","","2017-10-23-13-24-54","52.5003","0.8051"
108,43.37623384851213,-79.73526352959016,51.744677734375,"WPT 108","Burlington ","0","2in metal pole","Fair","No","No","name ","Default","","spruce ave ","Good","al","north","","","","","","","","","108","108_2017-10-23 13-24-45.png","/storage/emulated/0/MapIt/Pictures/Burlington /108/108_2017-10-23 13-24-45.png","2017-10-23-13-23-49","51.7447","0.834"
107,43.376282556516344,-79.73530964408019,50.33671875,"WPT 107","Burlington ","0","u channel","Very good","No","Yes","stop","Default","","","Very good","al","north","90","b03786","154","579","89","329","","","107","107_2017-10-23 13-22-15.png","/storage/emulated/0/MapIt/Pictures/Burlington /107/107_2017-10-23 13-22-15.png","2017-10-23-13-21-24","50.3367","0.9829"
106,43.376355666233394,-79.73517700489174,49.746630859375,"WPT 106","Burlington ","0","u channel","Fair","No","Yes","notruck","24x24","","","Very good","al","south","84","b03785","131","31","108","21","","","106","106_2017-10-23 13-21-03.png","/storage/emulated/0/MapIt/Pictures/Burlington /106/106_2017-10-23 13-21-03.png","2017-10-23-13-19-12","49.7466","1.6475"
105,43.37636466654271,-79.73503254354,52.1296875,"WPT 105","Burlington ","0","u channel","Very good","No","Yes","nopark right","Default","","","Very good","al","east","92","","","","","","","","105","105_2017-10-23 13-18-24.png","/storage/emulated/0/MapIt/Pictures/Burlington /105/105_2017-10-23 13-18-24.png","2017-10-23-13-17-23","52.1297","0.78"
104,43.37629542351806,-79.73486499154933,49.797412109375,"WPT 104","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","foxbar rd ","Very good","al","east","","","","","","","","","","","","2017-10-23-13-16-17","49.7974","1.3538"
103,43.37630045710921,-79.73483827851669,50.599658203125,"WPT 103","Burlington ","foxbar & spruce & erindale","2in metal pole","Very good","No","Yes","stop","Default","","","Very good","al","south","92","b03784","135","631","81","318","","","103","103_2017-10-23 13-15-06.png","/storage/emulated/0/MapIt/Pictures/Burlington /103/103_2017-10-23 13-15-06.png","2017-10-23-13-14-24","50.5997","1.6843"
102,43.37512895555574,-79.73186848589648,49.3142578125,"WPT 102","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","foxbar rd","Very good","al","east","","","","","","","","","","","","2017-10-23-13-08-20","49.3143","0.7927"
101,43.3751320718311,-79.73189128574086,52.120654296875,"WPT 101","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","Randolph cr","Very good","al","north","","","","","","","","","","","","2017-10-23-13-07-56","52.1207","0.8265"
100,43.37512975829759,-79.73187653766763,51.019580078125,"WPT 100","Burlington ","0","2in metal pole","Very good","Yes","No","stop","30x30","","","Fair","al","east","","","","","","","","","","","","2017-10-23-13-07-29","51.0196","0.8336"
99,43.37513449463222,-79.73188779885277,51.227099609375,"WPT 99","Burlington ","0","hydro pole","Very good","No","No","allstop","Default","12x6","allway","Very good","al","east","","","","","","","","","99","99_2017-10-23 13-07-10.png","/storage/emulated/0/MapIt/Pictures/Burlington /99/99_2017-10-23 13-07-10.png","2017-10-23-13-06-34","51.2271","1.2018"
98,43.375098469221484,-79.73207492593792,53.774462890625,"WPT 98","Burlington ","0","2in metal pole","Very good","Yes","Yes","stop","Default","","","Very good","al","north","89","b03783","135","650","91","300","","2017-10-23-13-05-54","","","","2017-10-23-13-04-14","53.7745","0.9409"
97,43.37510087131977,-79.73209217886506,53.3015625,"WPT 97","Burlington ","0","u channel","Good","No","Yes","allstop","Default","12x6","allway","Good","al","north","84","b03782p","469","185","315","92","","","97","97_2017-10-23 13-04-05.png","/storage/emulated/0/MapIt/Pictures/Burlington /97/97_2017-10-23 13-04-05.png","2017-10-23-13-02-31","53.3016","0.9226"
96,43.374952649368424,-79.73210166604622,52.637744140625,"WPT 96","Burlington ","0","hydro pole","Good","No","No","name ","Default","","Kent cr","Very good","al","east","","","","","","","","","96","96_2017-10-23 13-02-10.png","/storage/emulated/0/MapIt/Pictures/Burlington /96/96_2017-10-23 13-02-10.png","2017-10-23-13-01-37","52.6377","0.8761"
95,43.37496261935485,-79.73219084236734,52.09453125,"WPT 95","Burlington ","0","2in metal pole","Very good","Yes","Yes","stop","Default","","","Very good","al","north","83","b03781","153","578","91","326","","","","","","2017-10-23-12-59-41","52.0945","1.5238"
94,43.37496465784716,-79.73218255015854,52.756640625,"WPT 94","Burlington ","0","u channel","Very good","No","Yes","allstop","Default","","allway","Very good","al","north","77","b03781","657","196","306","120","","","94","94_2017-10-23 12-58-35.png","/storage/emulated/0/MapIt/Pictures/Burlington /94/94_2017-10-23 12-58-35.png","2017-10-23-12-58-18","52.7566","0.7531"
93,43.37491404132652,-79.73194490887181,51.76640625,"WPT 93","Burlington ","0","2in metal pole","Very good","Yes","Yes","stop","Default","","","Good","al","west","92","b03780","132","581","94","338","","","","","","2017-10-23-12-55-17","51.7664","0.9323"
92,43.3749104414801,-79.73193562834422,51.934619140625,"WPT 92","Burlington ","0","u channel","Very good","No","Yes","allstop","Default","12x6","all-way","Good","al","west","86","b03779","585","99","280","63","","","92","92_2017-10-23 12-54-38.png","/storage/emulated/0/MapIt/Pictures/Burlington /92/92_2017-10-23 12-54-38.png","2017-10-23-12-53-31","51.9346","0.7028"
91,43.374984412045706,-79.73176884880922,52.629443359375,"WPT 91","Burlington ","0","2in metal pole","Very good","Yes","Yes","stop","Default","","","Very good","al","south","86","b03778","166","655","84","281","","","","","","2017-10-23-12-51-11","52.6294","0.664"
90,43.37499365115582,-79.73178193085005,51.53203125,"WPT 90","Burlington ","Randolph & Kent & foxbar","u channel","Good","No","Yes","allstop","Default","","12x6","Very good","al","south","81","b03777","672","196","280","104","","","90","90_2017-10-23 12-49-08.png","/storage/emulated/0/MapIt/Pictures/Burlington /90/90_2017-10-23 12-49-08.png","2017-10-23-12-48-48","51.532","1.2766"
89,43.37324237909161,-79.72956960164811,49.04326171875,"WPT 89","Burlington ","0","u channel","Very good","No","Yes","stop","Default","","","Good","al","north","88","b03776","156","686","105","295","","","89","89_2017-10-23 12-46-48.png","/storage/emulated/0/MapIt/Pictures/Burlington /89/89_2017-10-23 12-46-48.png","2017-10-23-12-45-07","49.0433","0.7612"
88,43.37326286117059,-79.72944745956556,51.022265625,"WPT 88","Burlington ","0","2in metal pole","Very good","Yes","No","name","Default","","Winston rd","Very good","al","east","","","","","","","","","","","","2017-10-23-12-44-32","51.0223","1.1148"
87,43.37326347308863,-79.72943761357237,49.070361328125,"WPT 87","Burlington ","0","hydro pole","Fair","No","No","name","Default","","foxbar rd","Very good","al","north","","","","","","","","","87","87_2017-10-23 12-44-00.png","/storage/emulated/0/MapIt/Pictures/Burlington /87/87_2017-10-23 12-44-00.png","2017-10-23-12-43-30","49.0704","1.1093"
86,43.373147314209746,-79.72930688867746,51.89189453125,"WPT 86","Burlington ","Winston & foxbar","2in metal pole","Good","No","Yes","stop","Default","","","Very good","al","south","79","b03775","160","656","90","293","","","86","86_2017-10-23 12-41-33.png","/storage/emulated/0/MapIt/Pictures/Burlington /86/86_2017-10-23 12-41-33.png","2017-10-23-12-41-11","51.8919","1.1587"
85,43.375833948287436,-79.73292133225732,51.588427734375,"WPT 85","Burlington ","foxbar","u channel","Very good","No","Yes","warn","30x30","","caution deaf child ","Good","al","north","66","b03774","63.9","0.8","30.4","0.5","","","85","85_2017-10-23 12-09-25.png","/storage/emulated/0/MapIt/Pictures/Burlington /85/85_2017-10-23 12-09-25.png","2017-10-23-12-07-40","51.5884","1.1057"
84,43.375925343144445,-79.7330057431991,55.23369140625,"WPT 84","Burlington ","0","hydro pole","Very good","No","No","name","Default","","foxbar rd","Very good","al","east","","","","","","","","","84","84_2017-10-23 12-07-13.png","/storage/emulated/0/MapIt/Pictures/Burlington /84/84_2017-10-23 12-07-13.png","2017-10-23-12-06-46","55.2337","1.2683"
83,43.37590470221221,-79.7330027390617,52.431689453125,"WPT 83","Burlington ","0","hydro pole","Very good","No","No","name","Default","","euston rd","Very good","al","north","","","","","","","","","83","83_2017-10-23 12-06-24.png","/storage/emulated/0/MapIt/Pictures/Burlington /83/83_2017-10-23 12-06-24.png","2017-10-23-12-05-48","52.4317","0.8608"
82,43.37599204597609,-79.73313332218822,48.95634765625,"WPT 82","Burlington ","euston & foxbar","u channel","Very good","No","No","yield","Default","","","Very good","al","east","","","","","","","","","82","82_2017-10-23 12-05-16.png","/storage/emulated/0/MapIt/Pictures/Burlington /82/82_2017-10-23 12-05-16.png","2017-10-23-12-04-13","48.9563","2.1174"
81,43.37561231662039,-79.73132844069005,51.740283203125,"WPT 81","Burlington ","0","u channel","Good","No","Yes","stop","Default","","","Very good","al","north","91","b03773","167","538","94","306","","","81","81_2017-10-23 12-00-45.png","/storage/emulated/0/MapIt/Pictures/Burlington /81/81_2017-10-23 12-00-45.png","2017-10-23-11-59-47","51.7403","1.1152"
80,43.37557118166478,-79.73128676731358,50.68828125,"WPT 80","Burlington ","0","hydro pole","Very good","Yes","No","name","Default","","Euston rd","Very good","al","east","","","","","","","","","80","80_2017-10-23 11-59-06.png","/storage/emulated/0/MapIt/Pictures/Burlington /80/80_2017-10-23 11-59-06.png","2017-10-23-11-58-37","50.6883","1.3122"
79,43.375578573970415,-79.73128881737284,50.758837890625,"WPT 79","Burlington ","0","hydro pole","Very good","Yes","No","name","Default","","Randolph cr","Good","al","north","","","","","","","","","79","79_2017-10-23 11-58-26.png","/storage/emulated/0/MapIt/Pictures/Burlington /79/79_2017-10-23 11-58-26.png","2017-10-23-11-57-52","50.7588","0.5288"
78,43.375572230469515,-79.73129523001444,49.866259765625,"WPT 78","Burlington ","0","hydro pole","Very good","No","No","walking ","Default","","","Very good","al","east","","","","","","","","","78","78_2017-10-23 11-57-41.png","/storage/emulated/0/MapIt/Pictures/Burlington /78/78_2017-10-23 11-57-41.png","2017-10-23-11-56-51","49.8663","1.0081"
77,43.37550436051788,-79.73101566604419,51.8474609375,"WPT 77","Burlington ","0","u channel","Good","No","Yes","stop11","Default","","","Very good","al","south","84","b03772","157","591","83.8","267","","","77","77_2017-10-23 11-54-58.png","/storage/emulated/0/MapIt/Pictures/Burlington /77/77_2017-10-23 11-54-58.png","2017-10-23-11-53-46","51.8475","0.6982"
76,43.37254658478196,-79.72706009468129,46.993212890625,"WPT 76","Burlington ","0","u channel","Very good","No","Yes","checker","36x36","","","Good","al","north","43","b03771","0.8","376","0.5","277","","","76","76_2017-10-23 11-49-33.png","/storage/emulated/0/MapIt/Pictures/Burlington /76/76_2017-10-23 11-49-33.png","2017-10-23-11-49-19","46.9932","0.9456"
75,43.37382802552747,-79.72885202122052,50.4314453125,"WPT 75","Burlington ","0","u channel","Good","No","Yes","stop","Default","","","Very good","al","north","90","b03769","169","487","92.7","316","","2017-10-23-11-51-23","75","75_2017-10-23 11-46-30.png","/storage/emulated/0/MapIt/Pictures/Burlington /75/75_2017-10-23 11-46-30.png","2017-10-23-11-45-30","50.4314","1.4521"
74,43.37371214430641,-79.72855911406077,49.87333984375,"WPT 74","Burlington ","0","u channel","Good","No","Yes","stop","Default","","","Very good","al","south","86","b03770","147","543","101","323","","","74","74_2017-10-23 11-43-58.png","/storage/emulated/0/MapIt/Pictures/Burlington /74/74_2017-10-23 11-43-58.png","2017-10-23-11-42-57","49.8733","0.5707"
